user_id,timestamp,domain,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,is_fraud
4844398147930.0,,fileshare.cc,184.214.112.229,,UDP,2023-04-30T18:23:57.000Z,,,,False
5010044591513.0,2023-05-29 02:54:18,,,,,701,,,,False
,,,,65375.0,HTTPS,,,,True,False
,,,,35349.0,DNS,2454,,,False,False
4537721043548.0,2023-09-06 14:31:36,,116.61.126.115,,,,,4127.0,,False
,,,187.173.55.127,,,,1245.0,,True,False
,2023-05-16 16:33:58,,,,,,,69625.0,,False
,2023-05-16 14:24:36,,238.37.4.234,,TCP,,,,,False
4704859533483.0,,,232.26.47.216,,UDP,06/25/2023 07:24:45,,,,False
7219554139843.0,,netflix.com,,,HTTPS,3540,,,,False
,,twitter.com,8.59.133.91,,,1700917368,,,,False
,,,,,,2023-12-23T10:45:52.000Z,,,False,False
5303755717008.0,,,,,,2023-09-01 22:15:20,,,,False
,,,,,,,,53434.0,False,False
,,,,,,2425,,56189.0,,False
,2023-06-29 08:09:49,,,,,,,,True,False
1724915898950.0,,,,,,,,,,False
,2023-06-22 01:02:41,,,,HTTP,2117,,,True,False
,,,,,,,,,True,False
,,,65.244.58.33,4856.0,TCP,09/03/2023 16:02:13,,,False,False
,2023-05-03 06:19:42,,,,,,9673.0,,,False
5792937298664.0,,flipkart.com,,15003.0,,,,,False,False
,,,,,,2223,898.0,,,False
,,,,,HTTP,,,,,False
7070869019666.0,,,,50827.0,HTTP,2889,,87001.0,,True
6953962936432.0,2023-11-16 14:28:18,,,,,,,,True,False
4168794742374.0,,,,41806.0,,2023-03-29 06:22:26,,,False,False
,2023-12-25 10:44:56,,145.25.254.146,,,,,82252.0,,True
,,,,,,,,,,False
,,,30.49.120.69,,DNS,3041,,,False,False
,,,,13449.0,,,,,,False
,,,,,UDP,178,,,,False
6719660143946.0,2023-07-15 21:45:01,,,,,,3753.0,,,False
,,,,,TCP,,,,,False
6978257482247.0,,netflix.com,,,,29/06/2023 00:13:20,,,,False
8560624947078.0,,,,,,2023-02-26T10:18:45.000Z,,,,False
,,,,,HTTPS,,6570.0,,False,False
4114174929455.0,,,,,,,,,,False
,2023-09-16 23:31:29,,,,,,,,False,False
,,instagram.com,,65535.0,,,8853.0,,False,False
,,zoom.us,208.240.99.188,,HTTPS,,,,True,False
,,,,,,3438,,,False,False
,,,,32757.0,,,,,,False
,,,,,HTTPS,,,,,False
,,,,32606.0,DNS,1678002837,,,,False
,2023-02-08 23:12:40,,192.81.15.73,,,,6011.0,,True,False
,,twitter.com,,,,556,,,,False
,,,,,,3151,,,,False
,,,,,,2379,,,,False
,2023-12-19 02:10:52,,,47079.0,,,,41837.0,,False
9214188196299.0,,,,,,3453,,,,False
,,,,,,816,,,False,False
,,,204.13.242.135,,,2955,,,False,False
2098340828707.0,,,,30125.0,,,,,False,False
,,,,,,563,,,True,False
,2023-05-27 23:30:59,,60.19.89.213,,,,,37951.0,,False
,2023-11-28 09:22:00,,203.151.98.89,,,,1572.0,,,False
,,,,8754.0,,12/18/2023 18:17:46,9008.0,99277.0,,False
,,,,,,1676552695,,,True,False
,,,,,,,,49722.0,True,False
5303766293800.0,,,,,,,5263.0,,True,False
,2023-10-03 17:14:25,,,,,,,,,False
,2023-04-08 04:16:16,,,,,,,,,False
,,,,,,1687056749,,64014.0,,False
2062459806909.0,,,,,,,7064.0,,True,False
,,,,5419.0,,2023-12-01 23:39:42,,,,False
5228670001302.0,,,,,,,9768.0,,,False
,2023-07-14 23:04:46,,28.46.2.157,,UDP,1766,,,,False
,,,,,UDP,,,17768.0,,False
,,,84.192.143.201,61084.0,,1686632800,,,,False
,2023-10-26 14:35:34,twitter.com,,,,,,80314.0,,False
3652144305808.0,,,,,,,,59313.0,False,False
,,amazon.in,189.101.230.219,,,3313,,70381.0,,False
,2023-06-10 04:17:28,,,37671.0,,,,,,False
,,,57.149.16.140,,,,,75076.0,False,False
,2023-05-02 07:38:29,,157.219.84.71,53316.0,TCP,,,,,False
,2023-09-08 05:10:34,,,,,,,,,False
,,,,,,1237,,,,False
,,youtube.com,,,TCP,01/05/2023 00:17:36,,98727.0,,False
,,amazon.in,36.126.141.43,,,10/29/2023 13:58:55,4952.0,,,False
,2023-10-07 06:17:25,,,,HTTPS,,,,,False
,,,,,,2023-03-01T16:30:24.000Z,4257.0,,,False
,2023-08-07 05:43:38,,,,TCP,,,,,False
,,,,,,,3211.0,71648.0,,False
,,,,,,3359,9707.0,,,False
,,,,17368.0,,1679827925,,,,False
,,netflix.com,,,,07/01/2023 02:14:43,2120.0,43466.0,,False
,2023-03-18 01:15:41,,,,,1718,,,,False
,,,,,TCP,899,,,,False
,,instagram.com,,55332.0,,,2330.0,,,False
4927132662601.0,,,,,,07/12/2023 21:26:34,,,,False
,,,28.0.24.197,27503.0,,2023-04-18 09:05:07,6159.0,,True,False
,,,,,HTTPS,415,,72638.0,,False
4511051275585.0,2023-02-19 00:56:13,,251.41.242.59,,,,,,,False
,,amazon.in,,,,,,,True,False
3607687857565.0,2023-10-18 21:24:21,,,17311.0,,,,,False,False
,,,,39648.0,UDP,3375,,,,False
,,instagram.com,130.203.63.15,,UDP,,5740.0,33913.0,,False
,,facebook.com,242.156.140.216,55810.0,,,6516.0,973.0,,False
,,,,17002.0,,145,,,,False
,,instagram.com,224.157.215.169,38376.0,TCP,02/12/2023 03:15:04,,,,False
,2023-11-02 17:45:08,,15.2.231.140,,,3128,,83042.0,,False
,,,,,HTTP,2023-02-22T13:57:52.000Z,,,,False
5499580917036.0,,snapchat.com,170.55.10.24,,TCP,,3376.0,,,False
,,,,,TCP,,,,,False
,,,,,,24/01/2023 00:21:07,,,,False
,,,,,,,,,,False
,,,,64270.0,,1689,,,,False
,,,96.54.23.84,,,01/02/2023 12:25:42,,51507.0,,False
9946092052948.0,,,,,,,7429.0,18121.0,False,False
,,twitter.com,,9525.0,,,,,,False
,,snapchat.com,,,,,,9770.0,True,False
,,,78.251.183.37,,,2023-06-15 21:43:54,,52886.0,,False
,,youtube.com,,,TCP,2669,,,,False
,,twitter.com,,,,,,,,False
,,,,,,2023-03-11T14:14:08.000Z,8980.0,39946.0,,False
,,flipkart.com,,,HTTP,,5018.0,19984.0,,False
8836008266535.0,,twitter.com,166.41.143.71,,,77,,,True,False
,,,36.228.81.91,37082.0,,2023-12-06T08:41:50.000Z,672.0,63926.0,,True
,2023-07-12 23:47:58,,,,HTTP,1414,7908.0,,,False
,,,12.65.82.68,2569.0,UDP,,,,,False
5653643471956.0,,,,,,,,,,False
,2023-05-11 17:22:19,,,,,,,,,False
,2023-07-06 21:01:53,,,,,,,,,False
,2023-07-25 22:21:13,,,,,,,,,False
6005997382306.0,,,,,,10/14/2023 21:13:26,8253.0,,,False
,2023-07-15 23:04:15,,106.180.4.134,6096.0,,,5802.0,75207.0,,False
,,fileshare.cc,96.161.252.140,,,,2111.0,,,False
,,,,,HTTP,,,,,False
,,twitter.com,13.203.50.83,,TCP,,,33789.0,,False
,,,,,,2023-11-20T22:17:36.000Z,,,False,False
,,,,,,,585.0,,,False
,,netflix.com,,,,1955,,,,False
,,amazon.in,,,,2016,327.0,70129.0,,False
9157738033419.0,,,244.74.28.136,,,,,15995.0,,False
3149721009243.0,,,,,,,,,,False
,,,,8830.0,TCP,,,,,False
1330209680160.0,,,,10102.0,,,8582.0,5747.0,,True
,,,,,,167,4989.0,,,False
,,twitter.com,114.180.161.166,,HTTPS,1325,,49170.0,,False
6539888135807.0,,,,,,,,,,False
,2023-03-03 08:15:16,,,,,,837.0,,,False
,,,,,HTTP,,,,False,True
,,,223.147.7.175,,,27/02/2023 01:59:08,,,,False
,,,223.197.118.194,,,,,,True,False
,2023-05-22 02:15:27,,209.15.143.115,,,1566,,,,False
,,fileshare.cc,226.211.210.155,61196.0,,,,,,False
,,,4.138.211.113,,,,,59981.0,False,True
